LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?,LATITUDE,LONGITUDE
Morro do Castro| São Gonçalo - RJ| Brasil,2016/09/22,00:00:00,Não,0,0,Sim,1,0,Sim,-22.8650951385,-43.0687942505
Rua Imeneari - Bangu| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/22,19:12:13,Não Sabe,0,0,Não Sabe,1,0,Não Sabe,-22.8611049652,-43.4703674316
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/22,20:17:08,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8520107269,-43.3468055725
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/09/23,00:33:22,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948
Avenida de Santa Cruz - Senador Camará| Rio de Janeiro - RJ| Brasil,2016/09/23,01:05:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8830089569,-43.4948730469
R. Zeferino Costa| 2262-2410 - Bom Retiro| São Gonçalo - RJ| Brasil,2016/09/22,20:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7979602814,-42.9594421387
Salgueiro| São Gonçalo - RJ| Brasil,2016/09/23,10:00:00,Sim,0,0,Sim,0,0,Sim,-22.7815208435,-43.0242271423
Morro da Formiga - Tijuca| Rio de Janeiro - RJ| Brasil,2016/09/22,00:00:00,Não,0,0,Não,0,0,Não,-22.9441661835,-43.2408332825
Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/09/22,00:00:00,Não,0,0,Não,0,0,Não,-22.9128704071,-43.2845535278
Morro do Dezoito - Quintino Bocaiuva| Rio de Janeiro - RJ| Brasil,2016/09/23,00:00:00,Não,0,0,Sim,0,1,Não,-22.8988895416,-43.3219451904
Chacrinha| Japeri - RJ| Brasil,2016/09/23,00:00:00,Não,0,0,Sim,2,0,Não,-22.6432971954,-43.6458015442
Rodovia Presidente Dutra| Nova Iguaçu - RJ| Brasil,2016/09/23,00:00:00,Sim,0,2,Não,0,0,Não,-22.7388572693,-43.4757156372
Avenida Engenheiro Souza Filho - Itanhangá| Rio de Janeiro - RJ| Brasil,2016/09/23,00:00:00,Não,0,0,Sim,1,0,Não,-22.9790840149,-43.3335533142
Penha| Rio de Janeiro - RJ| Brasil,2016/09/23,12:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Avenida Ministro Edgard Romero - Madureira| Rio de Janeiro - RJ| Brasil,2016/09/23,15:44:36,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8664989471,-43.3344993591
Rua Pedro de Carvalho - Meier| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/22,18:44:19,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9083442688,-43.2884025574
Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/09/23,22:16:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9027462006,-43.2684059143
Ladeira dos Tabajaras 572 - Copacabana| Rio de Janeiro - RJ| Brasil,2016/09/24,10:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9659252167,-43.1871299744
Rua Barão| 450 - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/09/24,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9012126923,-43.3487434387
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/09/24,13:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Rua Araponga - Galeão| Rio de Janeiro - RJ| Brasil,2016/09/24,14:09:34,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8136119843,-43.2306938171
Honório Gurgel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/21,14:39:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8453350067,-43.3558273315
Rua Alcobaça - Ricardo de Albuquerque| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/21,14:39:59,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8269805908,-43.3921813965
Rua Lins de Vasconcelos - Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:41:40,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9085521698,-43.2797622681
Água Santa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:42:01,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9052066803,-43.3072319031
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:42:31,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8520107269,-43.3468055725
Rio das Pedras| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:43:05,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8649253845,-43.3478813171
Cordovil| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:43:29,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8234405518,-43.2959365845
Caju| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:44:23,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8792076111,-43.2155532837
Praça Seca| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:51:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556
Quintino Bocaiúva| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/23,14:51:33,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8936595917,-43.3217468262
Engenho Novo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,14:52:09,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9027462006,-43.2684059143
Avenida Menezes Cortes - Freguesia (Jacarepaguá)| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,14:52:34,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9210948944,-43.2850265503
Barros Filho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,02:54:51,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8356208801,-43.3639945984
Av. Automóvel Clube| 11066-11194 - Coelho Neto| Rio de Janeiro - RJ| 20765-630| Brazil,2016/09/24,08:55:21,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8277244568,-43.3468475342
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,08:59:42,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,08:00:05,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8725337982,-43.3363647461
Cidade de Deus| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,20:00:54,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Costa Barros| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/24,20:01:22,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8246498108,-43.3727264404
R. Lopes Quintas| 244 - Jardim Botânico| Rio de Janeiro - RJ| 22460-020| Brasil,2016/09/24,10:05:19,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9641208649,-43.2207450867
Jardim Bangu| Vila Kennedy| RJ| Brasil,2016/09/25,04:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8604011536,-43.4884109497
R. Olímpia| 15-143 - Tijuca| Rio de Janeiro - RJ| 20521-120| Brasil,2016/09/25,03:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9294281006,-43.2277565002
Rua Tuiuti - São Cristóvão| Rio de Janeiro - RJ| Brasil,2016/09/25,13:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8974876404,-43.2312507629
Rua Fáia - Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/25,01:41:06,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8471450806,-43.3474006653
Ingá| Niterói - State of Rio de Janeiro| Brazil,2016/09/25,20:42:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9038410187,-43.1222496033
Realengo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/25,07:43:32,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8763103485,-43.4302940369
Caminho do Outeiro - Jacarepaguá| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/25,19:01:25,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9584751129,-43.3729972839
Rua do Engenho Novo - Sampaio| Rio de Janeiro - RJ| Brasil,2016/09/26,00:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9013099670,-43.2632179260
Cidade de Deus| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/26,09:11:33,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/26,09:13:18,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8725337982,-43.3363647461
Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/09/23,00:00:00,Não,0,0,Sim,1,0,Não,-22.9027462006,-43.2684059143
Avenida Marechal Rondon - São Francisco Xavier| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não,0,0,Sim,1,0,Não,-22.9053077698,-43.2440223694
Comendador Soares| Nova Iguaçu - RJ| Brasil,2016/09/24,00:00:00,Sim,0,1,Não,0,0,Não,-22.7427062988,-43.4861450195
Parada Angélica| Duque de Caxias - RJ| Brasil,2016/09/24,00:00:00,Sim,1,0,Sim,1,1,Sim,-22.6175575256,-43.2061882019
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Copacabana| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não,0,0,Não,0,0,Não Sabe,-22.9697780609,-43.1868591309
Ladeira dos Tabajaras - Copacabana| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não,0,0,Não,0,0,Não Sabe,-22.9642047882,-43.1898689270
Jardim Bangu| Vila Kennedy| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Sim,1,0,Sim,2,0,Sim,-22.8604011536,-43.4884109497
Ilha do Governador| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não,0,0,Sim,3,0,Sim,-22.8052387238,-43.2086067200
Itaboraí - RJ| Brasil,2016/09/25,00:00:00,Sim,0,1,Não,0,0,Não,-22.7570018768,-42.8643150330
Rua Carlos Chambeland - Vila da Penha| Rio de Janeiro - RJ| Brasil,2016/09/25,00:00:00,Não,0,0,Sim,0,2,Não,-22.8450794220,-43.3041877747
Rua Euclídes da Rocha - Copacabana| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9652366638,-43.1942481995
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não,0,0,Sim,1,0,Não,-22.8246498108,-43.3727264404
Av. Brasil - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/09/25,00:00:00,Não,0,0,Sim,4,0,Não,-22.8628997803,-43.2481155396
Morro da Serrinha - Váz Lobo| Rio de Janeiro - RJ| Brasil,2016/09/25,00:00:00,Não,0,0,Não,0,0,Sim,Polícia,-22.8641662598,-43.3238906860
Vital Brasil| Niterói - RJ| Brasil,2016/09/25,00:00:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.9070396423,-43.0948944092
São João de Meriti - RJ| Brasil,2016/09/25,00:00:00,Não,0,0,Sim,1,0,Não,Polícia,-22.7907657623,-43.3699378967
Salgueiro| São Gonçalo - RJ| Brasil,2016/09/26,00:00:00,Sim,3,0,Não,0,0,Sim,-22.7815208435,-43.0242271423
Rua Maria José - Madureira| Rio de Janeiro - RJ| Brasil,2016/09/26,00:00:00,Sim,1,0,Não,0,0,Não,-22.8801612854,-43.3467636108
Penha Circular| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/26,15:46:49,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8341712952,-43.2853431702
Queimados - RJ| Brasil,2016/09/24,02:00:00,Sim,2,0,Não Sabe,0,0,Não Sabe,-22.7106685638,-43.5522270203
Cordovil| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/26,16:49:03,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8234405518,-43.2959365845
Bangu| Vila Kennedy| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/26,18:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8604011536,-43.4884109497
Jardim Pernambuco| Nova Iguaçu - RJ| Brasil,2016/09/26,00:00:00,Sim,1,0,Não,0,0,Não,-22.7536888123,-43.4993782043
Chapadao - Campo Grande| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/27,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9322223663,-43.4766654968
Sape| Niterói - RJ| Brasil,2016/09/24,00:00:00,Sim,1,0,Não,0,0,Sim,-22.8983268738,-43.0612525940
Del Castilho| Rio de Janeiro - RJ| Brasil,2016/09/27,00:00:00,Não,0,0,Sim,1,0,Não,-22.8803653717,-43.2690048218
Rua Itaciaba - Bairro das Graças| Belford Roxo - RJ| Brasil,2016/09/24,00:00:00,Sim,1,0,Sim,0,1,Não,-22.7586059570,-43.3958549500
Guandu| Japeri - RJ| Brasil,2016/09/22,00:00:00,Não,0,0,Sim,0,1,Sim,-22.6889781952,-43.6447296143
Parque Santana| São João de Meriti - State of Rio de Janeiro| Brazil,2016/09/27,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7913093567,-43.3338279724
Parque Santana| São João de Meriti - State of Rio de Janeiro| Brazil,2016/09/27,00:00:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.7913093567,-43.3338279724
Frade| Angra dos Reis - RJ| Brasil,2016/09/27,21:26:44,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.9617576599,-44.4393310547
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/09/28,09:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - RJ| Brasil,2016/09/27,20:00:00,Não,0,0,Não,0,0,Não,-22.9061183929,-43.2391586304
Duque de Caxias - RJ| Brasil,2016/09/26,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.7862987518,-43.3053092957
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/09/28,09:30:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9383335114,-43.2594451904
Rua Ramos da Fonseca - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/09/28,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9116592407,-43.2889785767
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/09/28,08:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556
Mangueira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,10:20:51,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9052505493,-43.2340126038
Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,11:22:08,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9128704071,-43.2845535278
Rodovia Washington Luíz - Cordovil| Duque de Caxias - RJ| Brasil,2016/09/28,13:00:00,Não,0,0,Sim,1,0,Não,-22.8059825897,-43.2894630432
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/09/28,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8246498108,-43.3727264404
Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,13:59:15,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Estrada Carlos Sampaio| Queimados - RJ| Brasil,2016/09/28,10:00:00,Não,0,0,Sim,2,0,Não,-22.7033805847,-43.5381889343
Costa Barros| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,14:59:38,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8246498108,-43.3727264404
Queimados - RJ| Brasil,2016/09/27,13:15:00,Não,0,0,Sim,1,0,Não,-22.7106685638,-43.5522270203
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/09/24,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Maré| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,19:15:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8574962616,-43.2430152893
Morro do Juramento - Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,20:01:28,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8627777100,-43.3152770996
Avenida Ministro Edgard Romero - Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,20:07:41,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8664989471,-43.3344993591
Guadalupe| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,20:05:33,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8401088715,-43.3780746460
Rua Álvaro Proença - Parque Sao Nicolau| São João de Meriti - RJ| Brasil,2016/09/28,23:01:00,Não Sabe,3,0,Não Sabe,0,0,Não,-22.8113727570,-43.3871154785
Queimados - RJ| Brasil,2016/09/28,23:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7106685638,-43.5522270203
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/09/29,00:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556
Rua Mesquita - Realengo| Rio de Janeiro - RJ| Brasil,2016/09/29,00:51:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8709564209,-43.4426193237
Morro da Serrinha - Vaz Lobo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,06:30:00,Não,0,0,Não Sabe,0,0,Sim,-22.8641662598,-43.3238906860
Rua Uruguai próximo ao 288 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/09/29,06:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9293346405,-43.2432327271
Estrada Santo Antônio - Engenheiro Pedreira| Japeri - RJ| Brasil,2016/09/28,11:00:26,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.6727790833,-43.5948829651
Morro do Estado| Niterói - RJ| Brasil,2016/09/26,20:30:12,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8989562988,-43.1193046570
Ladeira dos Tabajaras - Botafogo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,12:08:34,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9620361328,-43.1904754639
Jardim Delamare| Japeri - State of Rio de Janeiro| Brazil,2016/09/29,22:58:40,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6879177094,-43.5883216858
Beira-Rio| Japeri - State of Rio de Janeiro| Brazil,2016/09/28,10:59:27,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6294651031,-43.6627159119
Avenida Delamare| Japeri - State of Rio de Janeiro| Brazil,2016/09/28,10:59:49,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6893081665,-43.5913543701
Campinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/28,11:01:22,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8856239319,-43.3481025696
Cordovil| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,10:03:18,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8234405518,-43.2959365845
Linha Amarela - Cidade de Deus| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,12:04:07,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9529361725,-43.3571815491
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,07:06:47,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8725337982,-43.3363647461
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/29,06:07:24,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8725337982,-43.3363647461
Avenida Tancredo Neves - Centro| Nova Iguaçu - RJ| Brasil,2016/09/25,22:00:00,Não,0,0,Não Sabe,0,0,Não,-22.7506294250,-43.4733200073
Rodovia BR101 Rio-Santos| Sapinhatuba| Angra dos Reis - RJ| Brasil,2016/09/29,01:15:00,Não Sabe,0,0,Não Sabe,0,0,Não,-19.7507648468,-40.3798675537
R. Müler Campos| São João de Meriti - RJ| Brasil,2016/09/29,18:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8011131287,-43.3893280029
Rua Nina Ribeiro - Pavuna| Rio de Janeiro - RJ| Brasil,2016/09/29,16:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8098945618,-43.3721199036
R. São Frederico| 57 - Estácio| Rio de Janeiro - RJ| 20250-260| Brasil,2016/09/29,15:11:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9166908264,-43.2038040161
Estrada Camboata próximo ao 2080 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/09/29,19:52:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8365516663,-43.3866004944
Ladeira dos Tabajaras| 346 - Copacabana| Rio de Janeiro - RJ| Brasil,2016/09/29,20:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9647560120,-43.1889457703
Rua Nina Ribeiro - Pavuna| Rio de Janeiro - RJ| Brasil,2016/09/29,21:28:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8098945618,-43.3721199036
Avenida Beira Rio - Pavuna| Rio de Janeiro - RJ| Brasil,2016/09/29,22:03:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8110942841,-43.3307456970
Av. Ladário - Cosmos| Rio de Janeiro - RJ| Brasil,2016/09/29,22:25:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8923149109,-43.6006698608
Rua Augusto Rush - Colubandê| São Gonçalo - RJ| Brasil,2016/09/29,23:13:11,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8340873718,-43.0079841614
R. Frei Gáspar| 65 - Penha Circular| Rio de Janeiro - RJ| 21070-300| Brasil,2016/09/30,01:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8421268463,-43.2941703796
R. Vinte e Quatro| 1-31 - Vila Margarida| Itaguaí - RJ| Brasil,2016/09/30,03:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8753662109,-43.7939987183
Av. Maracanã| 1529 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/09/29,21:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9344043732,-43.2439079285
Nova América / Del Castilho - Avenida Automóvel Clube - RJ| Brasil,2016/09/30,11:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8792743683,-43.2718772888
Costa Barros| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/30,12:17:39,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8246498108,-43.3727264404
Rua Leopoldo Bulhões - Manguinhos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/30,12:19:18,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8801765442,-43.2503738403
Avenida Presidente Vargas - Cidade Nova| Rio de Janeiro - RJ| Brasil,2016/09/29,00:00:00,Sim,1,0,Não,0,0,Não,-22.9065628052,-43.1950340271
Central do Brasil - Praça Procópio Ferreira - Centro| Rio de Janeiro - RJ| Brasil,2016/09/28,00:00:00,Não,0,0,Não,0,0,Não,-22.9034252167,-43.1914710999
Rua Conde de Bonfim - Tijuca| Rio de Janeiro - RJ| Brasil,2016/09/29,00:00:00,Não,0,0,Sim,1,0,Não,-22.9321212769,-43.2401809692
Austin| Nova Iguaçu - RJ| Brasil,2016/09/28,00:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.7201728821,-43.5246353149
Rua Carlos Bravo - Piedade| Rio de Janeiro - RJ| Brasil,2016/09/29,00:00:00,Não,0,0,Não,0,0,Não,-22.9025936127,-43.3106918335
Morro do Dezoito - Quintino Bocaiuva| Rio de Janeiro - RJ| Brasil,2016/09/29,00:00:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.8988895416,-43.3219451904
Morro do Sao Jose - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/09/29,00:00:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.9069442749,-43.3408317566
Japeri - RJ| Brasil,2016/09/28,00:00:00,Sim,1,0,Não Sabe,0,0,Não,-22.6439971924,-43.6606445312
Rua Leopoldo Bulhões - Manguinhos| Rio de Janeiro - RJ| Brasil,2016/09/30,00:00:00,Sim,2,0,Não Sabe,0,0,Não,-22.8801765442,-43.2503738403
Morro do Fogueterio - Rio Comprido| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/30,18:40:34,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9277782440,-43.1991653442
Morro da Coroa - Santa Teresa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/09/30,19:04:14,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9225006104,-43.1925010681
R. Pacoval - Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/09/30,22:30:45,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8509998322,-43.3422584534
Rua Itapiru - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/10/01,05:59:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9225673676,-43.1974411011
Catumbi| Rio de Janeiro - RJ| Brasil,2016/10/01,06:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9198665619,-43.1977157593
R. Sampaio Viana| 225 - Rio Comprido| Rio de Janeiro - RJ| 20261-040| Brasil,2016/10/01,07:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9224987030,-43.2110633850
Rua Van Erven - Catumbi| Rio de Janeiro - RJ| Brasil,2016/10/01,08:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9179115295,-43.1985397339
Sapinhatuba| Angra dos Reis - Rio de Janeiro| Brasil,2016/10/01,01:54:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-23.0011863708,-44.2976417542
Rua Aristídes Lôbo - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/10/01,08:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9205760956,-43.2086639404
Rua Itapiru - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/10/01,09:46:48,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9225673676,-43.1974411011
